Line  11130
 02:11:13.5  2.175200 10 264.595 293.750 337.974 397.314 470.755 555.958 649.091 744.853 836.796 918.043 982.353 1025.256 1044.803 1041.610 1018.215 978.159 925.231 863.029 794.766 723.271 651.222 581.577 517.876 463.966 307.346 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 402.864 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:14.1  3.149677 10 293.380 330.955 375.041 425.272 480.673 539.504 599.174 656.278 706.842 746.829 772.857 782.940 776.967 756.706 725.323 686.618 644.310 601.535 560.623 523.128 490.044 462.063 439.682 423.084 362.211 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 411.433 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:14.8  3.321825 10 316.640 345.874 381.419 423.307 471.062 523.509 578.609 633.403 684.130 726.628 756.988 772.350 771.575 755.494 726.646 688.628 645.371 600.542 557.150 517.367 482.568 453.544 430.685 413.993 351.549 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 403.706 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:15.5  3.607829 10 329.542 348.878 375.520 410.045 452.586 502.563 558.385 617.218 674.950 726.478 766.433 790.252 795.290 781.489 751.314 709.017 659.659 608.218 558.886 514.591 476.902 446.339 422.837 405.996 341.617 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 396.664 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:16.1  3.857215 10 340.619 348.488 365.177 391.733 428.854 476.559 533.763 597.839 664.350 727.167 779.206 813.802 826.391 815.791 784.427 737.454 681.371 622.721 567.029 518.019 477.386 445.269 421.051 403.896 337.717 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 394.402 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:16.7  4.053718 10 350.616 348.538 356.500 375.800 407.478 452.015 508.845 575.763 648.448 720.358 783.320 828.984 850.892 846.370 817.227 768.950 708.999 645.119 583.995 530.251 486.035 451.492 425.730 407.598 338.150 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 397.217 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:17.3  -nan 10 356.481 356.256 361.759 373.899 393.549 421.398 457.659 501.587 550.861 601.056 645.682 677.274 689.641 680.371 652.087 611.444 566.444 523.747 487.284 458.321 436.381 420.285 408.869 401.204 365.555 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 398.928 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:17.9  -nan 10 416.025 342.222 296.055 280.413 296.762 346.010 427.911 539.458 673.832 820.324 964.978 1091.932 1185.885 1235.524 1236.516 1192.244 1111.948 1007.835 892.738 778.508 674.626 587.112 518.338 467.903 317.383 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 424.383 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:18.5  4.213699 10 428.264 325.806 258.257 228.838 238.151 286.754 374.696 498.741 651.018 819.616 989.520 1143.297 1262.602 1331.772 1342.606 1297.198 1206.547 1086.268 952.582 819.994 699.985 599.971 522.904 467.996 303.347 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 426.736 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:19.3  4.963250 10 507.071 334.775 216.939 161.335 166.379 230.671 353.420 526.651 735.523 962.645 1190.537 1400.890 1572.833 1684.612 1720.293 1677.039 1566.420 1408.763 1226.003 1037.767 860.420 706.568 583.960 494.658 254.717 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 422.424 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:19.9  5.619906 10 820.100 481.481 229.860 101.766 100.207 213.190 431.114 724.533 1060.530 1410.006 1750.058 2060.361 2316.026 2486.753 2547.106 2490.232 2331.357 2098.130 1818.770 1517.636 1216.794 937.770 700.436 519.052 120.775 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 384.336 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
 02:11:20.5  6.447298 10 1183.892 679.684 284.541 74.150 71.253 245.018 570.265 985.852 1441.209 1895.303 2322.909 2708.545 3028.977 3245.883 3320.109 3237.045 3016.846 2699.139 2321.903 1914.477 1502.439 1112.877 774.818 514.483 41.572 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 361.376 0.0222061 0.0359876 0.0810345 0.3349994 0.3261911 0.0471093 0.0129442 0.0056503 0.0031510 0.0020237 0.0014101 0.0010301 0.0007805 0.0006166 0.0005131 0.0004507 0.0004142 0.0003922 0.0003774 0.0003651 0.0003500 0.0003205 0.0002538 0.0001316 0.0053858 
 02:11:21.1  8.510272 10 797.411 444.362 191.999 74.222 78.562 196.928 428.436 738.964 1082.693 1414.950 1722.905 2012.673 2271.427 2452.335 2497.792 2385.124 2146.263 1839.806 1514.146 1198.362 912.359 673.813 495.632 379.614 105.107 2.000 6.217 10.892 16.073 21.817 28.184 35.242 43.066 51.739 61.353 72.009 83.822 96.917 111.433 127.523 145.359 165.131 187.047 211.342 238.273 268.125 301.217 337.899 378.561 421.315 341.006 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
